,기업명,매출액,영업이익,당기순이익,자산총계,자본총계,자본금,영업활동현금흐름,FCF,이자발생부채,영업이익률,순이익률,ROE(%),ROA(%),부채비율,EPS(원),PER(배),BPS(원),PBR(배),발행주식수(보통주)
635,삼성전자우(2023/12),2589355.0,65670.0,154871.0,4559060.0,3636779.0,8975.0,441374.0,-134739.0,126859.0,2.54,5.98,4.15,3.43,25.36,2131.0,36.84,52002.0,1.51,5969782550.0
636,삼성전자우(2024/12),3008709.0,327260.0,344514.0,5145319.0,4021921.0,8975.0,729826.0,215763.0,193302.0,10.88,11.45,9.03,7.1,27.93,4950.0,10.75,57981.0,0.92,5969782550.0
640,어보브반도체(2020/12),1442.0,176.0,140.0,1401.0,1013.0,87.0,219.0,211.0,227.0,12.22,9.74,14.65,11.21,38.23,804.0,22.01,6130.0,2.89,17459653.0
641,어보브반도체(2021/12),1675.0,176.0,137.0,1340.0,1118.0,87.0,136.0,133.0,4.0,10.52,8.18,12.86,10.0,19.84,785.0,18.15,6757.0,2.11,17459653.0
642,어보브반도체(2022/12),2426.0,258.0,127.0,3315.0,1731.0,89.0,-24.0,-246.0,1107.0,10.65,5.22,10.69,5.44,91.56,708.0,11.44,7332.0,1.1,17780753.0
643,어보브반도체(2023/12),2324.0,-146.0,-334.0,2883.0,1406.0,89.0,324.0,227.0,1162.0,-6.3,-14.39,-11.1,-10.79,105.02,-706.0,-19.560906515580736,6362.0,2.17,17780753.0
644,어보브반도체(2024/12),2321.0,-51.0,-181.0,2930.0,1546.0,89.0,270.0,138.0,1125.0,-2.2,-7.8,2.44,-6.22,89.57,149.0,50.78,6792.0,1.11,17780753.0
656,한양디지텍(2020/12),1597.0,69.0,45.0,985.0,484.0,65.0,101.0,-71.0,221.0,4.33,2.83,11.71,4.7,103.56,412.0,13.12,3797.0,1.42,13065452.0
657,한양디지텍(2021/12),3034.0,300.0,242.0,1682.0,840.0,76.0,320.0,161.0,38.0,9.89,7.99,36.63,18.19,100.19,1656.0,10.9,5630.0,3.21,15244382.0
658,한양디지텍(2022/12),4848.0,528.0,372.0,2337.0,1219.0,76.0,197.0,-208.0,116.0,10.9,7.67,36.12,18.5,91.82,2439.0,4.98,8129.0,1.49,15244382.0
659,한양디지텍(2023/12),4788.0,191.0,126.0,2510.0,1332.0,76.0,30.0,-284.0,328.0,3.99,2.64,9.91,5.22,88.44,829.0,17.15,8912.0,1.6,15244382.0
660,한양디지텍(2024/12),5952.0,350.0,255.0,2769.0,1594.0,76.0,518.0,345.0,162.0,5.89,4.29,17.45,9.67,73.71,1674.0,5.09,10756.0,0.79,15244382.0
664,칩스앤미디어(2020/12),154.0,24.0,19.0,398.0,326.0,50.0,47.0,39.0,43.0,15.46,12.52,5.96,5.1,21.94,100.0,60.99,1692.0,3.61,19280630.0
665,칩스앤미디어(2021/12),200.0,52.0,63.0,459.0,380.0,50.0,99.0,98.0,33.0,26.02,31.37,17.76,14.63,20.98,325.0,36.45,1970.0,6.02,19280630.0
666,칩스앤미디어(2022/12),241.0,73.0,100.0,631.0,420.0,50.0,152.0,147.0,28.0,30.31,41.35,24.93,18.28,50.28,513.0,13.74,2042.0,3.45,19280630.0
667,칩스앤미디어(2023/12),276.0,78.0,-267.0,807.0,729.0,106.0,55.0,46.0,16.0,28.2,-96.82,-46.46,-37.14,10.57,-1282.0,-24.84399375975039,3503.0,9.09,20823124.0
668,칩스앤미디어(2024/12),271.0,53.0,100.0,840.0,758.0,106.0,68.0,66.0,6.0,19.51,36.97,13.46,12.16,10.82,481.0,32.7,3778.0,4.16,20823124.0
672,램테크놀러지(2020/12),428.0,26.0,25.0,645.0,391.0,67.0,58.0,-29.0,224.0,6.11,5.83,6.68,3.79,65.19,187.0,36.49,2935.0,2.33,11606968.0
673,램테크놀러지(2021/12),486.0,45.0,32.0,698.0,432.0,68.0,34.0,11.0,203.0,9.21,6.51,7.69,4.71,61.62,237.0,36.29,3166.0,2.72,13422834.0
674,램테크놀러지(2022/12),670.0,69.0,61.0,827.0,516.0,70.0,40.0,-21.0,243.0,10.3,9.04,12.78,7.95,60.27,435.0,12.48,3672.0,1.48,13836057.0
675,램테크놀러지(2023/12),430.0,-30.0,-29.0,924.0,486.0,71.0,-1.0,-122.0,390.0,-6.87,-6.68,-5.73,-3.28,90.17,-203.0,-26.945812807881772,3421.0,1.6,14204056.0
676,램테크놀러지(2024/12),445.0,-17.0,-26.0,1044.0,480.0,71.0,-24.0,-124.0,525.0,-3.71,-5.75,-5.29,-2.6,117.55,-179.0,-16.424581005586592,3357.0,0.88,14298752.0
680,큐에스아이(2020/12),230.0,4.0,1.0,745.0,546.0,41.0,12.0,-68.0,83.0,1.87,0.59,0.25,0.2,36.36,16.0,1067.03,5960.0,2.79,8278230.0
681,큐에스아이(2021/12),294.0,27.0,16.0,808.0,739.0,46.0,82.0,55.0,13.0,9.21,5.3,2.43,2.01,9.4,170.0,153.55,7980.0,3.26,9200665.0
682,큐에스아이(2022/12),227.0,18.0,70.0,860.0,813.0,46.0,53.0,33.0,5.0,8.13,30.88,9.03,8.4,5.81,756.0,12.48,8776.0,1.07,9271621.0
683,큐에스아이(2023/12),187.0,-42.0,27.0,877.0,825.0,46.0,55.0,36.0,4.0,-22.71,14.51,3.31,3.12,6.37,292.0,33.92,9040.0,1.1,9271621.0
684,큐에스아이(2024/12),214.0,12.0,33.0,885.0,839.0,46.0,32.0,5.0,4.0,5.54,15.23,3.91,3.69,5.48,351.0,29.55,9493.0,1.09,9271621.0
704,윈팩(2020/12),1101.0,53.0,51.0,1342.0,520.0,191.0,165.0,-75.0,663.0,4.85,4.68,10.4,4.09,158.29,107.0,13.68,1066.0,1.38,48741378.0
705,윈팩(2021/12),1014.0,-64.0,-83.0,1555.0,659.0,248.0,90.0,-192.0,610.0,-6.35,-8.15,-14.03,-5.71,136.15,-155.0,-10.774193548387096,1042.0,1.6,63219736.0
706,윈팩(2022/12),1526.0,19.0,-16.0,1785.0,762.0,298.0,189.0,-240.0,702.0,1.26,-1.03,-2.21,-0.94,134.45,-24.0,-39.291666666666664,1004.0,0.94,75843224.0
707,윈팩(2023/12),862.0,-229.0,-333.0,1495.0,467.0,298.0,-104.0,-196.0,848.0,-26.52,-38.63,-54.2,-20.3,219.98,-439.0,-2.879271070615034,616.0,2.05,75843224.0
708,윈팩(2024/12),741.0,-233.0,-300.0,1431.0,662.0,582.0,-101.0,-225.0,659.0,-31.39,-40.46,-53.14,-20.5,116.31,-314.0,-1.9617834394904459,568.0,1.08,116450229.0
712,에이팩트(2020/12),496.0,65.0,67.0,1304.0,672.0,88.0,206.0,86.0,564.0,13.19,13.42,10.41,5.17,93.94,257.0,19.06,2597.0,1.89,25890674.0
713,에이팩트(2021/12),472.0,40.0,27.0,1161.0,709.0,92.0,139.0,134.0,419.0,8.51,5.64,3.86,2.16,63.72,102.0,43.51,2644.0,1.68,27251322.0
714,에이팩트(2022/12),736.0,46.0,31.0,2141.0,1148.0,212.0,69.0,-10.0,764.0,6.23,4.2,3.33,1.87,86.58,103.0,24.02,2805.0,0.88,42362093.0
715,에이팩트(2023/12),937.0,-229.0,-167.0,2095.0,981.0,212.0,-6.0,-191.0,983.0,-24.41,-17.77,-15.65,-7.86,113.61,-393.0,-8.307888040712468,2397.0,1.36,42362093.0
716,에이팩트(2024/12),867.0,-215.0,-507.0,1625.0,552.0,212.0,6.0,-116.0,926.0,-24.83,-58.48,-66.16,-27.27,194.17,-1197.0,-1.7919799498746867,1304.0,1.65,42362093.0
720,유니셈(2020/12),2151.0,322.0,205.0,1972.0,1472.0,153.0,294.0,263.0,181.0,14.98,9.55,15.25,11.26,33.97,686.0,12.49,5003.0,1.71,30664223.0
721,유니셈(2021/12),2961.0,437.0,382.0,2329.0,1830.0,153.0,452.0,356.0,126.0,14.76,12.89,23.11,17.74,27.26,1244.0,11.73,6222.0,2.35,30664223.0
722,유니셈(2022/12),2532.0,290.0,196.0,2347.0,1994.0,153.0,169.0,125.0,80.0,11.47,7.74,10.24,8.38,17.7,639.0,8.8,6780.0,0.83,30664223.0
723,유니셈(2023/12),2321.0,174.0,182.0,2434.0,2144.0,153.0,-103.0,-350.0,61.0,7.49,7.85,8.81,7.63,13.52,595.0,14.16,7288.0,1.16,30664223.0
724,유니셈(2024/12),2182.0,100.0,155.0,2631.0,2283.0,153.0,362.0,236.0,55.0,4.57,7.11,7.02,6.12,15.22,507.0,11.63,7757.0,0.76,30664223.0
728,GST(2020/12),1669.0,182.0,155.0,1418.0,1137.0,47.0,196.0,177.0,53.0,10.88,9.28,15.06,11.12,24.7,849.0,10.15,6100.0,1.41,18618260.0
729,GST(2021/12),3045.0,464.0,390.0,2062.0,1514.0,47.0,256.0,139.0,72.0,15.24,12.8,29.42,22.39,36.26,2027.0,9.31,8057.0,2.34,18618260.0
730,GST(2022/12),3128.0,569.0,476.0,2518.0,2013.0,47.0,315.0,251.0,67.0,18.2,15.22,27.46,20.78,25.07,2514.0,3.91,10651.0,0.92,18618260.0
731,GST(2023/12),2792.0,425.0,369.0,2798.0,2331.0,47.0,474.0,270.0,94.0,15.24,13.23,16.97,13.9,20.03,1916.0,7.2,12313.0,1.12,18618260.0
732,GST(2024/12),3462.0,591.0,459.0,3348.0,2683.0,93.0,544.0,355.0,135.0,17.06,13.25,18.71,14.92,24.8,2437.0,6.87,14527.0,1.15,18430000.0
736,원익IPS(2020/12),10909.0,1406.0,978.0,10996.0,6630.0,245.0,2251.0,1667.0,21.0,12.89,8.97,15.91,9.79,65.85,1993.0,22.2,13737.0,3.22,49083901.0
737,원익IPS(2021/12),12323.0,1641.0,1451.0,11676.0,8010.0,245.0,1373.0,398.0,21.0,13.32,11.78,19.82,12.8,45.76,2957.0,14.31,16597.0,2.55,49083901.0
738,원익IPS(2022/12),10115.0,976.0,894.0,11217.0,8697.0,245.0,280.0,-420.0,28.0,9.64,8.84,10.71,7.81,28.97,1822.0,13.58,18174.0,1.36,49083901.0
739,원익IPS(2023/12),6903.0,-181.0,-135.0,10849.0,8667.0,245.0,-123.0,-718.0,91.0,-2.62,-1.96,-1.56,-1.22,25.17,-275.0,-123.45454545454545,17813.0,1.91,49083901.0
740,원익IPS(2024/12),7482.0,106.0,207.0,11241.0,8875.0,245.0,783.0,568.0,84.0,1.42,2.77,2.37,1.88,26.67,423.0,52.87,18240.0,1.23,49083901.0
744,SFA반도체(2020/12),5731.0,343.0,176.0,5865.0,3548.0,825.0,833.0,581.0,1638.0,5.98,3.07,5.22,2.82,65.31,102.0,56.81,2029.0,2.84,164460303.0
745,SFA반도체(2021/12),6411.0,665.0,551.0,6494.0,4259.0,825.0,1016.0,773.0,1322.0,10.37,8.59,14.43,8.92,52.49,321.0,23.95,2436.0,3.16,164460303.0
746,SFA반도체(2022/12),6994.0,629.0,454.0,6749.0,4839.0,825.0,949.0,411.0,1206.0,8.99,6.5,10.04,6.86,39.46,261.0,14.74,2779.0,1.38,164460303.0
747,SFA반도체(2023/12),4167.0,-133.0,-140.0,6099.0,4702.0,825.0,360.0,92.0,962.0,-3.19,-3.37,-2.86,-2.19,29.72,-79.0,-76.32911392405063,2737.0,2.2,164460303.0
748,SFA반도체(2024/12),4005.0,0.0,205.0,6235.0,4979.0,825.0,531.0,166.0,953.0,-0.01,5.11,4.51,3.32,25.22,130.0,23.78,3030.0,1.02,164460303.0
752,성우테크론(2020/12),379.0,43.0,39.0,801.0,541.0,47.0,94.0,81.0,150.0,11.38,10.2,7.35,4.98,48.19,369.0,11.93,5363.0,0.82,10347365.0
753,성우테크론(2021/12),439.0,55.0,56.0,877.0,619.0,48.0,86.0,64.0,130.0,12.47,12.83,9.67,6.71,41.54,537.0,9.55,6144.0,0.84,10347365.0
754,성우테크론(2022/12),444.0,48.0,48.0,926.0,700.0,49.0,48.0,-1.0,120.0,10.88,10.84,7.33,5.34,32.29,461.0,8.15,6900.0,0.55,10347365.0
755,성우테크론(2023/12),338.0,-8.0,-11.0,934.0,688.0,50.0,28.0,5.0,120.0,-2.39,-3.11,-1.53,-1.13,35.79,-101.0,-39.53465346534654,6779.0,0.59,10347365.0
756,성우테크론(2024/12),417.0,12.0,22.0,987.0,707.0,51.0,51.0,43.0,140.0,2.84,5.4,3.26,2.34,39.48,216.0,11.65,6979.0,0.36,10347365.0
776,메카로(2020/12),727.0,1.0,-35.0,1555.0,1381.0,51.0,126.0,-62.0,30.0,0.2,-4.78,-1.18,-2.2,12.55,-162.0,-86.72839506172839,14188.0,0.99,10102240.0
777,메카로(2021/12),490.0,25.0,77.0,1631.0,1483.0,51.0,123.0,-97.0,11.0,5.1,15.75,5.58,4.85,10.0,785.0,17.82,15088.0,0.93,10192640.0
778,메카로(2022/12),540.0,26.0,437.0,2182.0,1922.0,51.0,49.0,-167.0,15.0,4.73,80.93,25.72,22.92,13.54,4287.0,2.52,19540.0,0.55,10192640.0
779,메카로(2023/12),386.0,-76.0,-24.0,1962.0,1862.0,51.0,-95.0,-441.0,18.0,-19.76,-6.11,-1.25,-1.14,5.42,-231.0,-38.83116883116883,18831.0,0.48,10192640.0
780,메카로(2024/12),629.0,41.0,55.0,2076.0,1925.0,51.0,97.0,-122.0,12.0,6.55,8.77,2.93,2.73,7.85,541.0,15.41,19466.0,0.43,10192640.0
784,제이티(2020/12),446.0,53.0,52.0,545.0,320.0,52.0,38.0,35.0,166.0,11.92,11.67,17.73,9.33,70.36,505.0,25.67,3189.0,4.06,10315513.0
785,제이티(2021/12),656.0,112.0,139.0,765.0,461.0,52.0,180.0,171.0,182.0,17.05,21.19,35.65,21.23,66.18,1349.0,7.86,4591.0,2.31,10315513.0
786,제이티(2022/12),819.0,151.0,150.0,808.0,546.0,52.0,125.0,111.0,129.0,18.41,18.37,29.88,19.11,48.05,1458.0,4.67,5960.0,1.14,10315513.0
787,제이티(2023/12),472.0,30.0,55.0,895.0,598.0,52.0,-38.0,-71.0,163.0,6.28,11.65,9.6,6.45,49.66,532.0,16.06,6552.0,1.3,10315513.0
788,제이티(2024/12),495.0,6.0,42.0,912.0,647.0,52.0,165.0,161.0,166.0,1.29,8.43,6.75,4.62,40.88,405.0,8.87,7014.0,0.51,10315513.0
792,케이엔제이(2020/12),426.0,26.0,-50.0,727.0,219.0,32.0,49.0,4.0,426.0,6.09,-11.67,-20.41,-7.58,231.85,-787.0,-17.916137229987292,3451.0,4.09,6345432.0
793,케이엔제이(2021/12),465.0,44.0,55.0,937.0,437.0,40.0,116.0,-142.0,421.0,9.44,11.88,16.83,6.64,114.34,771.0,22.24,5518.0,3.11,7925395.0
794,케이엔제이(2022/12),623.0,133.0,100.0,1081.0,538.0,40.0,106.0,12.0,463.0,21.32,15.97,20.42,9.86,100.99,1255.0,10.24,6769.0,1.9,7945395.0
795,케이엔제이(2023/12),474.0,105.0,108.0,1264.0,651.0,40.0,128.0,75.0,469.0,22.12,22.72,18.1,9.18,94.07,1354.0,14.28,8182.0,2.36,7960395.0
796,케이엔제이(2024/12),622.0,141.0,108.0,1568.0,711.0,40.0,176.0,53.0,616.0,22.74,17.31,15.81,7.61,120.36,1349.0,10.05,9126.0,1.48,8005395.0
800,엔시트론(2020/12),108.0,-29.0,-69.0,288.0,174.0,161.0,-17.0,-29.0,99.0,-26.59,-63.93,-41.45,-21.57,65.31,-246.0,-3.524390243902439,539.0,1.61,32295909.0
801,엔시트론(2021/12),158.0,7.0,-8.0,351.0,199.0,161.0,-5.0,-7.0,139.0,4.13,-5.32,-4.51,-2.63,76.61,-26.0,-49.61538461538461,615.0,2.1,32295909.0
802,엔시트론(2022/12),248.0,-2.0,-2.0,372.0,291.0,236.0,-35.0,-36.0,65.0,-0.71,-0.88,-0.78,-0.6,27.93,-4.0,-176.5,614.0,1.15,47203978.0
803,엔시트론(2023/12),359.0,4.0,11.0,459.0,375.0,296.0,30.0,21.0,52.0,1.17,2.98,3.25,2.57,22.44,19.0,32.31,631.0,0.99,59186224.0
804,엔시트론(2024/12),363.0,-25.0,-21.0,485.0,392.0,311.0,-11.0,-19.0,28.0,-6.77,-5.7,-4.64,-4.39,23.66,-29.0,-13.689655172413794,612.0,0.65,62162413.0
816,덕산하이메탈(2020/12),552.0,64.0,153.0,2300.0,2149.0,45.0,78.0,-18.0,17.0,11.54,27.64,7.28,6.94,7.03,336.0,19.04,5091.0,1.26,45437002.0
817,덕산하이메탈(2021/12),927.0,60.0,317.0,3237.0,2724.0,45.0,-137.0,-187.0,196.0,6.46,34.23,13.3,11.46,18.81,701.0,14.65,5945.0,1.73,45437002.0
818,덕산하이메탈(2022/12),1644.0,-37.0,61.0,3635.0,3041.0,91.0,38.0,-69.0,208.0,-2.27,3.71,2.19,1.78,19.54,134.0,35.74,6480.0,0.74,45437002.0
819,덕산하이메탈(2023/12),1445.0,-110.0,33.0,7511.0,4216.0,91.0,53.0,-53.0,2504.0,-7.59,2.3,1.94,0.6,78.15,125.0,57.48,6369.0,1.12,45437002.0
820,덕산하이메탈(2024/12),2359.0,186.0,313.0,8185.0,4549.0,91.0,138.0,-71.0,2871.0,7.9,13.27,6.76,3.99,79.95,449.0,8.58,6897.0,0.56,45437002.0
824,APS(2020/12),253.0,-109.0,-423.0,2713.0,1636.0,109.0,-84.0,-308.0,854.0,-42.91,-166.9,-22.23,-14.87,65.87,-2063.0,-3.9796412990790113,8903.0,0.92,20394221.0
825,APS(2021/12),394.0,-40.0,236.0,3371.0,1873.0,109.0,-16.0,-49.0,1158.0,-10.06,59.84,12.41,7.75,80.0,1063.0,13.97,10088.0,1.47,20394221.0
826,APS(2022/12),408.0,-153.0,64.0,3676.0,2126.0,109.0,-129.0,-265.0,1226.0,-37.41,15.66,4.81,1.81,72.92,452.0,34.83,10864.0,1.45,20394221.0
827,APS(2023/12),410.0,-186.0,140.0,3664.0,2247.0,109.0,-121.0,-199.0,909.0,-45.32,34.21,6.27,3.83,63.08,627.0,10.69,11683.0,0.57,20394221.0
828,APS(2024/12),940.0,-226.0,-34.0,4132.0,2257.0,109.0,-113.0,-128.0,1333.0,-24.09,-3.67,-0.65,-0.88,83.07,-66.0,-79.6969696969697,11326.0,0.46,19894221.0
832,해성디에스(2020/12),4587.0,435.0,300.0,3832.0,2318.0,850.0,444.0,76.0,860.0,9.49,6.54,13.62,8.45,65.29,1764.0,13.83,13638.0,1.79,17000000.0
833,해성디에스(2021/12),6554.0,863.0,711.0,4749.0,2943.0,850.0,571.0,295.0,779.0,13.17,10.84,27.09,16.56,61.37,4192.0,11.65,17313.0,2.82,17000000.0
834,해성디에스(2022/12),8394.0,2044.0,1594.0,6596.0,4473.0,850.0,1969.0,1187.0,757.0,24.35,18.99,42.99,28.1,47.47,9376.0,3.82,26311.0,1.36,17000000.0
835,해성디에스(2023/12),6722.0,1025.0,844.0,6887.0,5150.0,850.0,1431.0,492.0,800.0,15.25,12.56,17.55,12.52,33.72,4966.0,11.16,30297.0,1.83,17000000.0
836,해성디에스(2024/12),6030.0,569.0,587.0,7942.0,5563.0,850.0,606.0,-881.0,1274.0,9.43,9.73,10.96,7.92,42.77,3453.0,6.78,32722.0,0.72,17000000.0
840,두산테스나(2020/12),1325.0,306.0,372.0,4561.0,2238.0,85.0,698.0,-1284.0,1744.0,23.06,28.09,19.23,9.32,103.78,2248.0,25.0,13173.0,4.27,14759577.0
841,두산테스나(2021/12),2076.0,541.0,472.0,5335.0,2624.0,85.0,1341.0,208.0,2077.0,26.04,22.72,19.4,9.53,103.31,2761.0,18.09,15444.0,3.23,14759577.0
842,두산테스나(2022/12),2777.0,672.0,523.0,7670.0,3098.0,85.0,1682.0,-884.0,3369.0,24.19,18.85,18.29,8.05,147.56,3064.0,8.98,18235.0,1.51,14759577.0
843,두산테스나(2023/12),3387.0,608.0,491.0,7631.0,4036.0,97.0,2105.0,387.0,3195.0,17.95,14.49,13.76,6.42,89.06,2839.0,20.64,20981.0,2.79,17006566.0
844,두산테스나(2024/12),3731.0,379.0,368.0,7877.0,4377.0,97.0,2192.0,360.0,3197.0,10.16,9.86,8.40758510395248,4.671829376666244,79.98,1903.0,13.14,22749.0,1.1,19327238.0
848,씨앤지하이테크(2020/12),1192.0,119.0,98.0,847.0,728.0,42.0,49.0,17.0,3.0,10.01,8.18,13.91,11.74,16.4,1138.0,12.01,8802.0,1.57,8568760.0
849,씨앤지하이테크(2021/12),1014.0,73.0,50.0,1394.0,772.0,42.0,-204.0,-220.0,145.0,7.22,4.91,6.64,4.44,80.43,581.0,23.54,9341.0,1.48,8568760.0
850,씨앤지하이테크(2022/12),1928.0,254.0,169.0,1547.0,934.0,43.0,266.0,165.0,192.0,13.19,8.74,18.094218415417558,10.92436974789916,65.69,1966.0,5.92,11195.0,1.05,8639439.0
851,씨앤지하이테크(2023/12),1667.0,127.0,128.0,1603.0,1110.0,46.0,268.0,110.0,146.0,7.64,7.7,12.56,8.15,44.42,1441.0,8.74,12324.0,1.02,9307391.0
852,씨앤지하이테크(2024/12),1512.0,129.0,69.0,1892.0,1207.0,48.0,8.0,-42.0,238.0,8.56,4.55,5.94,3.94,56.76,716.0,13.01,12811.0,0.73,9721172.0
856,와이씨(2020/12),1719.0,248.0,205.0,2718.0,2146.0,81.0,167.0,136.0,242.0,14.45,11.9,12.0,8.74,26.65,258.0,24.24,2547.0,2.45,80757657.0
857,와이씨(2021/12),3113.0,546.0,509.0,4599.0,3389.0,82.0,505.0,-259.0,560.0,17.55,16.36,18.55,13.92,35.71,550.0,11.28,3447.0,1.8,82045350.0
858,와이씨(2022/12),2853.0,364.0,344.0,5191.0,3546.0,82.0,300.0,124.0,784.0,12.76,12.04,9.1,7.02,46.38,318.0,8.81,3663.0,0.77,82045350.0
859,와이씨(2023/12),2552.0,86.0,129.0,4803.0,3658.0,82.0,241.0,-592.0,847.0,3.36,5.05,4.49,2.58,31.29,165.0,30.23,3853.0,1.29,82045350.0
860,와이씨(2024/12),2112.0,106.0,129.0,5769.0,4182.0,82.0,-236.0,-503.0,1052.0,5.02,6.12,3.48,2.44,37.93,134.0,75.95,4054.0,2.52,82045350.0
864,월덱스(2020/12),1557.0,358.0,218.0,1703.0,1088.0,83.0,246.0,197.0,449.0,22.99,13.99,21.96,13.62,56.54,1321.0,13.32,6600.0,2.67,16510993.0
865,월덱스(2021/12),1901.0,403.0,334.0,2119.0,1434.0,83.0,262.0,21.0,466.0,21.2,17.59,26.48,17.5,47.74,2026.0,14.14,8700.0,3.29,16510993.0
866,월덱스(2022/12),2559.0,507.0,415.0,2618.0,1859.0,83.0,223.0,-77.0,501.0,19.81,16.21,25.17,17.52,40.83,2514.0,7.4,11274.0,1.65,16510993.0
867,월덱스(2023/12),2881.0,648.0,538.0,3137.0,2395.0,83.0,829.0,722.0,485.0,22.5,18.69,25.3,18.71,30.98,3261.0,7.85,14506.0,1.76,16510993.0
868,월덱스(2024/12),3068.0,703.0,650.0,3918.0,3075.0,83.0,350.0,292.0,474.0,22.92,21.2,23.78,18.44,27.42,3939.0,4.3,18623.0,0.91,16510993.0
880,젬백스(2020/12),657.0,14.0,16.0,1588.0,1352.0,198.0,140.0,36.0,147.0,2.19,2.49,1.44,1.02,17.45,42.0,574.76,3425.0,6.98,39597304.0
881,젬백스(2021/12),604.0,-36.0,121.0,1723.0,1540.0,199.0,-35.0,-103.0,82.0,-6.01,19.97,8.34,7.28,11.92,303.0,57.75,3880.0,4.51,39812863.0
882,젬백스(2022/12),758.0,-39.0,-196.0,1511.0,1344.0,199.0,-30.0,-120.0,74.0,-5.21,-25.86,-13.6,-12.12,12.5,-492.0,-24.085365853658537,3420.0,3.46,39857956.0
883,젬백스(2023/12),722.0,-79.0,-272.0,1352.0,1080.0,200.0,36.0,-49.0,145.0,-10.9,-37.64,-22.43,-18.98,25.12,-681.0,-19.5007342143906,2740.0,4.85,39994174.0
884,젬백스(2024/12),627.0,-383.0,-872.0,1507.0,290.0,200.0,-284.0,-319.0,770.0,-61.15,-139.12,-127.3,-61.01,419.71,-2181.0,-6.785878037597432,731.0,20.25,39994174.0
888,한미반도체(2020/12),2574.0,666.0,501.0,3270.0,2571.0,127.0,375.0,300.0,3.0,25.9,19.48,21.03,17.16,27.18,482.0,18.76,2614.0,3.46,103003002.0
889,한미반도체(2021/12),3732.0,1224.0,1044.0,4293.0,3468.0,127.0,523.0,270.0,6.0,32.8,27.99,34.59,27.62,23.78,1048.0,18.06,3506.0,5.4,98919754.0
890,한미반도체(2022/12),3276.0,1119.0,923.0,4554.0,3901.0,127.0,1095.0,1004.0,22.0,34.15,28.16,25.04,20.86,16.75,934.0,12.31,4008.0,2.87,97339302.0
891,한미반도체(2023/12),1590.0,346.0,2672.0,7238.0,5719.0,127.0,450.0,175.0,11.0,21.74,168.02,55.54,45.31,26.57,2745.0,22.48,5907.0,10.45,97339302.0
892,한미반도체(2024/12),5589.0,2554.0,1526.0,7109.0,5409.0,127.0,1414.0,878.0,29.0,45.69,27.3,27.43,21.27,31.43,1573.0,52.46,5698.0,14.48,96614259.0
896,삼성전자(2020/12),2368070.0,359939.0,264078.0,3782357.0,2759480.0,8975.0,652870.0,276950.0,202174.0,15.2,11.15,9.98,7.23,37.07,3841.0,21.09,39406.0,2.06,5969782550.0
897,삼성전자(2021/12),2796048.0,516339.0,399074.0,4266212.0,3048999.0,8975.0,651054.0,179833.0,183921.0,18.47,14.27,13.92,9.92,39.92,5777.0,13.55,43611.0,1.8,5969782550.0
898,삼성전자(2022/12),3022314.0,433766.0,556541.0,4484245.0,3547496.0,8975.0,621813.0,127509.0,103332.0,14.35,18.41,17.07,12.72,26.41,8057.0,6.86,50817.0,1.09,5969782550.0
899,삼성전자(2023/12),2589355.0,65670.0,154871.0,4559060.0,3636779.0,8975.0,441374.0,-134739.0,126859.0,2.54,5.98,4.15,3.43,25.36,2131.0,36.84,52002.0,1.51,5969782550.0
900,삼성전자(2024/12),3008709.0,327260.0,344514.0,5145319.0,4021921.0,8975.0,729826.0,215763.0,193302.0,10.88,11.45,9.03,7.1,27.93,4950.0,10.75,57981.0,0.92,5969782550.0
912,이엔에프테크놀로지(2020/12),4866.0,682.0,474.0,4635.0,3145.0,71.0,740.0,-116.0,884.0,14.01,9.75,16.06,11.16,47.38,3245.0,14.68,21710.0,2.19,14257836.0
913,이엔에프테크놀로지(2021/12),5218.0,260.0,180.0,5828.0,3462.0,71.0,147.0,-506.0,1615.0,4.98,3.46,5.77,3.45,68.32,1296.0,26.42,23281.0,1.47,14287836.0
914,이엔에프테크놀로지(2022/12),6802.0,646.0,450.0,6623.0,3917.0,71.0,609.0,82.0,1834.0,9.5,6.62,13.14,7.23,69.09,3276.0,6.17,26565.0,0.76,14287836.0
915,이엔에프테크놀로지(2023/12),5311.0,239.0,-232.0,6586.0,3662.0,71.0,518.0,-552.0,2296.0,4.5,-4.38,-4.73,-3.52,79.83,-1224.0,-20.179738562091504,25207.0,0.98,14287836.0
916,이엔에프테크놀로지(2024/12),5824.0,593.0,297.0,7236.0,4014.0,71.0,1079.0,212.0,2186.0,10.19,5.1,8.21,4.3,80.26,2178.0,7.72,27813.0,0.6,14287836.0
920,로체시스템즈(2020/12),1802.0,93.0,84.0,1185.0,734.0,76.0,191.0,66.0,246.0,5.14,4.65,12.08,7.03,61.44,548.0,11.77,4921.0,1.31,15296603.0
921,로체시스템즈(2021/12),1102.0,133.0,95.0,1235.0,836.0,76.0,150.0,142.0,66.0,12.08,8.58,12.05,7.81,47.84,618.0,9.85,5602.0,1.09,15296603.0
922,로체시스템즈(2022/12),1446.0,264.0,203.0,1338.0,1045.0,76.0,50.0,9.0,44.0,18.29,14.01,21.54,15.74,28.05,1324.0,6.02,7003.0,1.14,15296603.0
