기업명,매출액,영업이익,영업이익(발표기준),세전계속사업이익,당기순이익,당기순이익(지배),당기순이익(비지배),자산총계,부채총계,자본총계,자본총계(지배),자본총계(비지배),자본금,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,CAPEX,FCF,이자발생부채,영업이익률,순이익률,ROE(%),ROA(%),부채비율,자본유보율,EPS(원),PER(배),BPS(원),PBR(배),현금DPS(원),현금배당수익률,현금배당성향(%),발행주식수(보통주)
넥스틴(2023/12),879.0,362.0,362.0,376.0,309.0,309.0,,1430.0,160.0,1270.0,1270.0,,51.0,4.0,-381.0,-44.0,166.0,-162.0,17.0,41.13,35.18,27.3,23.42,12.56,2459.84,3059.0,22.69,12469.0,5.57,500.0,0.72,16.46,10278332.0
넥스틴(2024/12),1137.0,470.0,470.0,490.0,384.0,384.0,,1898.0,322.0,1576.0,1576.0,,52.0,428.0,-187.0,-3.0,147.0,280.0,104.0,41.31,33.79,27.0,23.09,20.41,3054.5,3708.0,13.78,15338.0,3.33,500.0,0.98,13.37,10457250.0
넥스틴(2025/12)(예측),1362.0,551.0,,566.0,449.0,446.0,,2314.0,352.0,1962.0,1950.0,,51.0,430.0,-221.0,-58.0,112.0,329.0,,40.46,32.94,25.26,21.31,17.92,,4253.0,13.1,18942.0,2.94,500.0,0.9,11.76,
넥스틴(2026/12)(예측),1825.0,764.0,,780.0,615.0,603.0,,2862.0,349.0,2514.0,2515.0,,51.0,530.0,-171.0,-74.0,78.0,424.0,,41.83,33.69,27.01,23.76,13.88,,5755.0,9.68,24420.0,2.28,500.0,0.9,8.69,
넥스틴(2027/12)(예측),2226.0,917.0,,945.0,737.0,737.0,,3644.0,342.0,3302.0,3302.0,,52.0,727.0,-149.0,-48.0,80.0,,,41.2,33.11,25.34,22.66,10.36,,7034.0,7.92,32066.0,1.74,500.0,0.9,7.11,
한솔아이원스(2020/12),1463.0,116.0,116.0,63.0,37.0,37.0,,1664.0,1101.0,564.0,564.0,,67.0,457.0,-130.0,-346.0,61.0,396.0,743.0,7.92,2.55,6.47,2.09,195.3,841.15,146.0,48.51,2331.0,3.05,0.0,0.0,0.0,25503174.0
한솔아이원스(2021/12),1637.0,385.0,385.0,384.0,276.0,276.0,,1793.0,980.0,812.0,812.0,,128.0,388.0,-95.0,-231.0,112.0,276.0,536.0,23.5,16.87,40.13,15.97,120.71,605.07,1082.0,9.75,3394.0,3.11,0.0,0.0,0.0,25503174.0
한솔아이원스(2022/12),1639.0,361.0,361.0,367.0,283.0,283.0,,2274.0,766.0,1508.0,1508.0,,147.0,228.0,-519.0,314.0,135.0,94.0,452.0,22.01,17.26,24.39,13.91,50.76,985.12,968.0,6.85,5429.0,1.22,0.0,0.0,0.0,29352174.0
한솔아이원스(2023/12),1239.0,82.0,82.0,18.0,21.0,21.0,,2209.0,690.0,1519.0,1519.0,,147.0,198.0,-310.0,-57.0,253.0,-55.0,417.0,6.63,1.72,1.41,0.95,45.45,1001.27,73.0,136.31,5502.0,1.8,0.0,0.0,0.0,29352174.0
한솔아이원스(2024/12),1571.0,231.0,231.0,374.0,311.0,311.0,,2319.0,497.0,1822.0,1822.0,,147.0,372.0,-96.0,-208.0,77.0,295.0,209.0,14.68,19.77,18.6,13.72,27.3,1191.45,1064.0,6.02,6593.0,0.97,,,,29113174.0
한솔아이원스(2025/12)(예측),1920.0,360.0,,380.0,310.0,310.0,,2560.0,430.0,2130.0,2130.0,,150.0,290.0,-250.0,-50.0,150.0,140.0,,18.75,16.15,15.69,12.71,20.19,,1065.0,6.64,7708.0,0.92,0.0,0.0,,
한솔아이원스(2026/12)(예측),2220.0,450.0,,470.0,380.0,380.0,,2880.0,370.0,2510.0,2510.0,,150.0,380.0,-270.0,-40.0,150.0,230.0,,20.27,17.12,16.38,13.97,14.74,,1305.0,5.42,9083.0,0.78,0.0,0.0,,
한솔아이원스(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
샘씨엔에스(2020/12),359.0,78.0,78.0,74.0,60.0,60.0,,467.0,222.0,245.0,245.0,,200.0,113.0,-120.0,83.0,7.0,106.0,188.0,21.72,16.79,28.2,13.6,90.94,26.34,151.0,,612.0,0.0,0.0,,0.0,40000000.0
샘씨엔에스(2021/12),476.0,136.0,136.0,135.0,119.0,119.0,,1608.0,537.0,1071.0,1071.0,,251.0,165.0,-1173.0,1011.0,206.0,-41.0,476.0,28.64,25.04,18.11,11.48,50.13,330.27,256.0,27.36,2180.0,3.22,0.0,0.0,0.0,50153846.0
샘씨엔에스(2022/12),501.0,149.0,149.0,173.0,151.0,151.0,,2003.0,883.0,1120.0,1120.0,,251.0,170.0,-294.0,193.0,141.0,29.0,708.0,29.73,30.2,13.82,8.39,78.88,392.49,302.0,13.12,2296.0,1.72,0.0,0.0,0.0,50153846.0
샘씨엔에스(2023/12),309.0,-29.0,-29.0,-9.0,-13.0,-13.0,,1918.0,897.0,1021.0,1021.0,,251.0,3.0,-70.0,49.0,753.0,-751.0,772.0,-9.41,-4.24,-1.23,-0.67,87.89,386.78,-26.0,,2093.0,2.66,0.0,0.0,0.0,50153846.0
샘씨엔에스(2024/12),533.0,52.0,52.0,50.0,33.0,33.0,,2222.0,782.0,1440.0,1440.0,,292.0,56.0,-494.0,329.0,225.0,-169.0,703.0,9.75,6.22,2.7,1.6,54.3,469.88,59.0,66.59,2525.0,1.55,,,,58388063.0
샘씨엔에스(2025/12)(예측),630.0,118.0,,111.0,88.0,88.0,,2167.0,1003.0,1164.0,1164.0,,251.0,119.0,-99.0,-5.0,90.0,,,18.82,13.98,6.76,4.01,86.17,,151.0,27.8,2040.0,2.05,,,,
샘씨엔에스(2026/12)(예측),676.0,128.0,,131.0,104.0,104.0,,2263.0,996.0,1267.0,1267.0,,251.0,137.0,-104.0,-5.0,95.0,,,18.93,15.38,8.56,4.7,78.61,,178.0,23.52,2221.0,1.89,,,,
샘씨엔에스(2027/12)(예측),743.0,148.0,,,,,,,,,,,,,,,,,,19.92,,,,,,,,,,,,,
티이엠씨(2020/12),685.0,88.0,88.0,76.0,65.0,65.0,,551.0,295.0,256.0,256.0,,25.0,30.0,-72.0,96.0,89.0,-59.0,198.0,12.87,9.48,35.41,14.55,115.37,913.43,595.0,,2048.0,0.0,0.0,,0.0,11165733.0
티이엠씨(2021/12),902.0,127.0,127.0,126.0,106.0,104.0,2.0,907.0,537.0,370.0,365.0,4.0,25.0,-84.0,-148.0,202.0,170.0,-254.0,406.0,14.13,11.78,,,145.13,1327.7,692.0,,2412.0,0.0,0.0,,0.0,15146012.0
티이엠씨(2022/12),3517.0,533.0,533.0,535.0,422.0,418.0,4.0,2030.0,1022.0,1008.0,1001.0,8.0,44.0,221.0,-317.0,402.0,292.0,-70.0,605.0,15.14,11.99,61.17,28.73,101.33,2148.53,2427.0,,5670.0,0.0,0.0,,0.0,17646223.0
티이엠씨(2023/12),2008.0,211.0,211.0,263.0,228.0,227.0,1.0,4325.0,1659.0,2666.0,1762.0,903.0,53.0,630.0,-731.0,454.0,312.0,318.0,687.0,10.52,11.34,16.43,7.17,62.24,3177.91,1074.0,24.02,8292.0,3.11,350.0,1.36,32.76,21252222.0
티이엠씨(2024/12),3102.0,197.0,197.0,200.0,171.0,129.0,42.0,4218.0,1421.0,2797.0,1841.0,956.0,107.0,399.0,-378.0,152.0,338.0,62.0,936.0,6.35,5.5,7.15,4.0,50.8,1632.11,605.0,12.95,8702.0,0.9,100.0,1.28,16.43,21316062.0
티이엠씨(2025/12)(예측),3020.0,250.0,,250.0,220.0,160.0,,4420.0,1540.0,2880.0,,,110.0,290.0,-170.0,-120.0,150.0,130.0,,8.28,7.29,,5.09,53.47,,751.0,9.14,,,350.0,5.1,46.63,
티이엠씨(2026/12)(예측),3350.0,370.0,,370.0,320.0,240.0,,4560.0,1510.0,3050.0,,,110.0,290.0,-180.0,-150.0,170.0,110.0,,11.04,9.55,,7.13,49.51,,1126.0,6.09,,,350.0,5.1,31.09,
티이엠씨(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
테크윙(2020/12),2282.0,379.0,379.0,407.0,329.0,321.0,9.0,4160.0,1997.0,2163.0,2024.0,139.0,97.0,251.0,-252.0,149.0,203.0,48.0,1558.0,16.62,14.43,16.97,8.28,92.32,2070.75,840.0,14.25,5390.0,2.22,116.0,0.97,13.43,38153057.0
테크윙(2021/12),2559.0,362.0,362.0,219.0,171.0,180.0,-9.0,5088.0,2783.0,2304.0,2172.0,132.0,98.0,24.0,-647.0,528.0,550.0,-526.0,2159.0,14.15,6.69,8.58,3.7,120.78,2225.27,470.0,24.34,5762.0,1.99,116.0,1.02,24.02,38290476.0
테크윙(2022/12),2675.0,577.0,577.0,427.0,332.0,326.0,6.0,4883.0,2427.0,2456.0,2316.0,139.0,190.0,821.0,-388.0,-400.0,96.0,725.0,1966.0,21.56,12.43,14.54,6.67,98.83,1201.12,862.0,6.54,6480.0,0.87,130.0,2.3,14.24,37353645.0
테크윙(2023/12),1336.0,32.0,32.0,-129.0,-111.0,-93.0,-18.0,4859.0,2703.0,2156.0,2169.0,-13.0,190.0,204.0,-672.0,374.0,441.0,-237.0,2323.0,2.37,-8.31,-4.15,-2.28,125.38,1123.98,-249.0,,6069.0,1.89,130.0,1.14,-49.91,37353645.0
테크윙(2024/12),1855.0,234.0,234.0,-354.0,-220.0,-209.0,-11.0,5062.0,3179.0,1883.0,1908.0,-24.0,190.0,327.0,-299.0,85.0,522.0,-195.0,2528.0,12.62,-11.84,-10.24,-4.43,168.83,985.59,-559.0,,5337.0,7.2,130.0,0.34,-22.25,37353645.0
테크윙(2025/12)(예측),4465.0,1172.0,,1009.0,807.0,792.0,,7764.0,5022.0,2742.0,2761.0,,190.0,10.0,-312.0,846.0,0.0,460.0,,26.25,18.07,33.94,12.58,183.12,,2121.0,14.5,7725.0,3.98,130.0,0.42,6.13,
테크윙(2026/12)(예측),6602.0,1881.0,,1781.0,1420.0,1406.0,,9212.0,5100.0,4112.0,4118.0,,190.0,1138.0,-207.0,72.0,0.0,849.0,,28.49,21.52,40.86,16.73,124.05,,3763.0,8.17,11522.0,2.67,130.0,0.42,3.45,
테크윙(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
타이거일렉(2020/12),436.0,59.0,59.0,53.0,44.0,44.0,,681.0,199.0,482.0,482.0,,32.0,104.0,-160.0,-1.0,116.0,-12.0,121.0,13.44,10.16,9.63,6.88,41.23,1427.83,701.0,21.41,7639.0,1.96,,,0.0,6314290.0
타이거일렉(2021/12),503.0,23.0,23.0,39.0,32.0,32.0,,711.0,196.0,515.0,515.0,,32.0,-3.0,-41.0,-1.0,67.0,-71.0,121.0,4.58,6.27,6.33,4.53,37.96,1531.67,500.0,41.83,8158.0,2.56,,,0.0,6314290.0
타이거일렉(2022/12),581.0,31.0,31.0,44.0,36.0,36.0,,727.0,172.0,554.0,554.0,,32.0,71.0,-20.0,-21.0,21.0,51.0,100.0,5.36,6.18,6.71,5.0,31.06,1656.19,569.0,35.26,8781.0,2.28,,,0.0,6314290.0
타이거일렉(2023/12),486.0,-31.0,-31.0,-30.0,-26.0,-26.0,,712.0,183.0,528.0,528.0,,32.0,1.0,-24.0,-1.0,25.0,-24.0,101.0,-6.33,-5.27,-4.73,-3.56,34.75,1572.48,-405.0,,8362.0,2.39,,,0.0,6314290.0
타이거일렉(2024/12),618.0,-19.0,-19.0,5.0,3.0,3.0,,771.0,241.0,530.0,530.0,,32.0,2.0,-21.0,29.0,24.0,-22.0,132.0,-3.1,0.45,0.52,0.37,45.59,1577.52,44.0,293.5,8388.0,1.52,,,,6314290.0
타이거일렉(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
타이거일렉(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
타이거일렉(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPSP(2020/12),612.0,280.0,280.0,268.0,209.0,209.0,,493.0,152.0,341.0,341.0,,21.0,311.0,-9.0,-71.0,8.0,304.0,0.0,45.81,34.2,76.92,55.35,44.69,1546.3,349.0,,514.0,0.0,302.0,,95.62,66275040.0
HPSP(2021/12),918.0,452.0,452.0,467.0,353.0,353.0,,916.0,389.0,527.0,527.0,,84.0,378.0,-3.0,-202.0,2.0,375.0,24.0,49.28,38.52,81.39,50.15,73.69,456.22,532.0,,789.0,0.0,0.0,,0.0,66838860.0
HPSP(2022/12),1593.0,852.0,852.0,869.0,660.0,660.0,,2609.0,656.0,1954.0,1954.0,,101.0,821.0,-786.0,723.0,94.0,727.0,30.0,53.46,41.42,53.2,37.45,33.55,1775.35,903.0,14.81,2407.0,5.56,38.0,0.28,2.75,81159000.0
HPSP(2023/12),1791.0,952.0,952.0,1042.0,804.0,804.0,,3207.0,436.0,2771.0,2771.0,,414.0,664.0,-1479.0,-42.0,247.0,417.0,22.0,53.16,44.91,34.05,27.66,15.74,564.43,989.0,44.33,3350.0,13.09,150.0,0.34,9.31,82844274.0
HPSP(2024/12),1814.0,939.0,939.0,1138.0,863.0,863.0,,3199.0,420.0,2779.0,2779.0,,416.0,838.0,198.0,-939.0,431.0,407.0,15.0,51.79,47.56,31.09,26.94,15.11,756.24,1040.0,25.05,3458.0,7.53,600.0,2.3,55.89,83214976.0
HPSP(2025/12)(예측),2163.0,1122.0,,1237.0,945.0,945.0,,4349.0,537.0,3812.0,3812.0,,411.0,1015.0,-202.0,-122.0,124.0,868.0,,51.89,43.7,28.68,25.04,14.09,,1132.0,22.0,4726.0,5.27,160.0,0.64,14.14,
HPSP(2026/12)(예측),2694.0,1434.0,,1558.0,1188.0,1188.0,,5471.0,600.0,4870.0,4870.0,,411.0,1150.0,-293.0,-128.0,120.0,1027.0,,53.22,44.1,27.37,24.2,12.33,,1423.0,17.5,6039.0,4.12,170.0,0.68,11.95,
HPSP(2027/12)(예측),3050.0,1620.0,,,,,,,,,,,,,,,,,,53.12,,,,,,,,,,,,,
아이에스티이(2020/12),243.0,33.0,33.0,17.0,14.0,14.0,,338.0,217.0,121.0,121.0,,17.0,-13.0,-77.0,49.0,64.0,-78.0,183.0,13.53,5.9,12.51,4.66,179.16,556.56,240.0,,2027.0,0.0,15.0,,6.98,5200000.0
아이에스티이(2021/12),358.0,31.0,31.0,35.0,28.0,28.0,,433.0,273.0,161.0,161.0,,17.0,-5.0,-39.0,42.0,35.0,-40.0,226.0,8.66,7.94,20.16,7.37,169.61,718.87,475.0,,2689.0,0.0,15.0,,3.52,5200000.0
아이에스티이(2022/12),411.0,24.0,24.0,22.0,19.0,19.0,,434.0,248.0,186.0,186.0,,17.0,79.0,-30.0,-19.0,24.0,55.0,200.0,5.93,4.56,10.82,4.33,133.34,857.76,313.0,,3073.0,0.0,15.0,,5.46,5275000.0
아이에스티이(2023/12),272.0,-7.0,-7.0,-10.0,-1.0,-1.0,,475.0,427.0,48.0,48.0,,18.0,-47.0,-23.0,98.0,22.0,-69.0,280.0,-2.61,-0.48,,,891.82,-199.7,-21.0,,660.0,0.0,0.0,,0.0,7253954.0
아이에스티이(2024/12),411.0,6.0,6.0,4.0,6.0,6.0,,531.0,441.0,89.0,89.0,,38.0,-43.0,-43.0,29.0,52.0,-95.0,291.0,1.55,1.36,8.14,1.11,494.75,-63.62,73.0,,1165.0,0.0,0.0,,,7660478.0
아이에스티이(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아이에스티이(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아이에스티이(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디엔에프(2020/12),951.0,118.0,118.0,179.0,144.0,150.0,-6.0,1564.0,414.0,1150.0,1130.0,20.0,54.0,154.0,24.0,-49.0,74.0,80.0,266.0,12.42,15.16,,,35.98,2013.02,1396.0,15.19,10501.0,2.02,200.0,0.94,14.33,10761828.0
디엔에프(2021/12),1271.0,111.0,111.0,127.0,118.0,120.0,-2.0,1917.0,461.0,1456.0,1438.0,18.0,58.0,94.0,-281.0,158.0,102.0,-8.0,246.0,8.77,9.27,9.35,6.77,31.65,2396.56,1084.0,21.09,12426.0,1.84,200.0,0.88,19.28,11571858.0
디엔에프(2022/12),1352.0,163.0,163.0,84.0,58.0,58.0,0.0,1905.0,328.0,1578.0,1508.0,70.0,58.0,42.0,-69.0,-26.0,222.0,-180.0,197.0,12.06,4.29,3.92,3.03,20.77,2460.88,499.0,26.45,13033.0,1.01,200.0,1.52,40.08,11571858.0
디엔에프(2023/12),842.0,-29.0,-29.0,87.0,52.0,93.0,-42.0,1656.0,106.0,1550.0,1550.0,,58.0,36.0,-21.0,-32.0,180.0,-143.0,61.0,-3.4,6.14,3.38,2.9,6.82,2579.08,447.0,53.57,13395.0,1.79,200.0,0.84,24.78,11571858.0
디엔에프(2024/12),739.0,-10.0,-10.0,-9.0,6.0,6.0,,1619.0,88.0,1532.0,1532.0,,58.0,160.0,-84.0,-84.0,59.0,101.0,2.0,-1.38,0.85,0.41,0.39,5.72,2549.98,55.0,161.78,13258.0,0.67,100.0,1.13,183.19,11571858.0
디엔에프(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디엔에프(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디엔에프(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
티씨케이(2020/12),2282.0,803.0,803.0,802.0,605.0,605.0,,3086.0,381.0,2705.0,2705.0,,58.0,659.0,-537.0,-3.0,226.0,433.0,3.0,35.17,26.52,24.65,21.63,14.09,4533.22,5183.0,24.17,23166.0,5.41,1100.0,0.88,21.22,11675000.0
티씨케이(2021/12),2708.0,1034.0,1034.0,1063.0,819.0,819.0,,3897.0,502.0,3395.0,3395.0,,58.0,786.0,-637.0,-3.0,136.0,651.0,6.0,38.19,30.24,26.85,23.46,14.78,5716.06,7014.0,21.17,29080.0,5.11,1430.0,0.96,20.39,11675000.0
티씨케이(2022/12),3196.0,1270.0,1270.0,1279.0,941.0,941.0,,4805.0,637.0,4169.0,4169.0,,58.0,873.0,-960.0,-3.0,355.0,518.0,4.0,39.75,29.43,24.87,21.62,15.27,7041.3,8056.0,11.74,35707.0,2.65,1700.0,1.8,21.1,11675000.0
티씨케이(2023/12),2267.0,667.0,667.0,753.0,612.0,612.0,,4955.0,372.0,4583.0,4583.0,,58.0,210.0,-336.0,-3.0,474.0,-265.0,7.0,29.43,27.02,14.0,12.55,8.13,7750.46,5246.0,21.22,39252.0,2.84,1200.0,1.08,22.88,11675000.0
티씨케이(2024/12),2757.0,807.0,807.0,907.0,720.0,720.0,,5635.0,473.0,5163.0,5163.0,,58.0,744.0,-720.0,-3.0,76.0,669.0,6.0,29.29,26.11,14.77,13.6,9.16,8743.76,6167.0,11.5,44219.0,1.6,1410.0,1.99,22.87,11675000.0
티씨케이(2025/12)(예측),3163.0,945.0,,1023.0,804.0,804.0,,6282.0,488.0,5794.0,5794.0,,59.0,964.0,-708.0,-120.0,273.0,801.0,,29.88,25.41,14.67,13.49,8.42,,6884.0,12.2,50235.0,1.67,1421.0,1.69,20.64,
티씨케이(2026/12)(예측),3394.0,1075.0,,1174.0,936.0,936.0,,7068.0,497.0,6572.0,6572.0,,59.0,904.0,-642.0,-115.0,237.0,688.0,,31.68,27.6,15.15,14.03,7.56,,8021.0,10.47,56977.0,1.47,1400.0,1.67,17.45,
티씨케이(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에프에스티(2020/12),1662.0,248.0,248.0,233.0,187.0,187.0,,2242.0,904.0,1339.0,1310.0,29.0,101.0,274.0,-334.0,173.0,279.0,-6.0,577.0,14.95,11.25,15.31,9.22,67.49,1255.79,915.0,28.87,7127.0,3.71,99.0,0.38,9.73,20419404.0
에프에스티(2021/12),2137.0,226.0,226.0,354.0,282.0,321.0,-39.0,3459.0,1372.0,2087.0,2045.0,42.0,109.0,225.0,-834.0,817.0,833.0,-608.0,972.0,10.6,13.21,19.16,9.9,65.73,1833.1,1485.0,16.92,10268.0,2.45,129.0,0.51,7.97,21956348.0
에프에스티(2022/12),2196.0,63.0,63.0,412.0,408.0,441.0,-32.0,3948.0,1490.0,2458.0,2442.0,16.0,109.0,-16.0,-482.0,246.0,341.0,-357.0,1097.0,2.88,18.59,19.65,11.03,60.63,2226.14,2007.0,7.7,12334.0,1.25,99.0,0.64,4.45,21956348.0
에프에스티(2023/12),1976.0,-108.0,-108.0,-199.0,-181.0,-136.0,-46.0,4088.0,1691.0,2398.0,2392.0,6.0,109.0,81.0,-187.0,200.0,305.0,-223.0,1307.0,-5.46,-9.16,-5.61,-4.5,70.51,2158.98,-617.0,,12082.0,2.02,50.0,0.2,-7.23,21956348.0
에프에스티(2024/12),2374.0,23.0,23.0,-47.0,-16.0,14.0,-31.0,5061.0,2620.0,2441.0,2467.0,-25.0,109.0,-54.0,-782.0,835.0,685.0,-739.0,2135.0,0.96,-0.69,0.6,-0.36,107.32,2227.94,66.0,238.13,12239.0,1.29,0.0,0.0,,21956348.0
에프에스티(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에프에스티(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에프에스티(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유니테스트(2020/12),1235.0,27.0,27.0,16.0,12.0,17.0,-4.0,1990.0,427.0,1563.0,1543.0,20.0,106.0,39.0,-114.0,-64.0,101.0,-63.0,140.0,2.17,1.0,1.06,0.62,27.36,1409.29,78.0,346.56,7603.0,3.58,0.0,0.0,0.0,21134126.0
유니테스트(2021/12),1146.0,-90.0,-90.0,-71.0,-66.0,-60.0,-6.0,2059.0,526.0,1533.0,1509.0,24.0,106.0,-58.0,-345.0,75.0,168.0,-226.0,211.0,-7.9,-5.76,-3.92,-3.26,34.28,1356.97,-283.0,,7422.0,3.99,0.0,0.0,0.0,21134126.0
유니테스트(2022/12),1238.0,-60.0,-60.0,-89.0,-62.0,-53.0,-9.0,1897.0,466.0,1432.0,1420.0,11.0,106.0,-198.0,174.0,-48.0,28.0,-226.0,212.0,-4.84,-5.02,-3.63,-3.14,32.52,1273.59,-252.0,,6985.0,1.5,0.0,0.0,0.0,21134126.0
유니테스트(2023/12),1678.0,71.0,71.0,40.0,61.0,68.0,-6.0,1970.0,489.0,1482.0,1478.0,3.0,106.0,185.0,9.0,-36.0,15.0,170.0,189.0,4.26,3.64,4.66,3.16,32.98,1326.17,319.0,41.92,7270.0,1.84,150.0,1.12,45.18,21134126.0
유니테스트(2024/12),924.0,-234.0,-234.0,-220.0,-273.0,-265.0,-8.0,1850.0,680.0,1170.0,1184.0,-14.0,106.0,-204.0,-49.0,111.0,51.0,-255.0,342.0,-25.36,-29.5,-19.88,-14.28,58.15,1036.61,-1252.0,,5822.0,1.51,,,,21134126.0
유니테스트(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유니테스트(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유니테스트(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동진쎄미켐(2020/12),9378.0,1263.0,1263.0,1220.0,853.0,852.0,0.0,9608.0,5228.0,4380.0,4338.0,42.0,257.0,1302.0,-406.0,65.0,599.0,703.0,3850.0,13.46,9.09,21.58,9.46,119.36,1535.55,1658.0,22.01,8437.0,4.33,100.0,0.27,6.03,51414494.0
동진쎄미켐(2021/12),11613.0,1318.0,1318.0,1358.0,1029.0,1033.0,-4.0,11862.0,6252.0,5610.0,5534.0,76.0,257.0,761.0,-963.0,391.0,988.0,-228.0,4386.0,11.35,8.86,20.92,9.58,111.43,1909.42,2008.0,25.39,10764.0,4.74,110.0,0.22,5.48,51414494.0
동진쎄미켐(2022/12),14572.0,2163.0,2163.0,2110.0,1562.0,1595.0,-33.0,13743.0,6735.0,7008.0,6968.0,39.0,257.0,1901.0,-1473.0,102.0,929.0,971.0,4675.0,14.84,10.72,25.51,12.2,96.11,2505.18,3102.0,9.66,13553.0,2.21,130.0,0.43,4.19,51414494.0
동진쎄미켐(2023/12),13099.0,1762.0,1762.0,1629.0,1235.0,1273.0,-38.0,16066.0,7711.0,8355.0,8051.0,304.0,257.0,1147.0,-2607.0,1369.0,2828.0,-1681.0,6025.0,13.45,9.43,16.95,8.29,92.3,2920.55,2476.0,15.63,15658.0,2.47,120.0,0.31,4.85,51414494.0
동진쎄미켐(2024/12),14081.0,2082.0,2082.0,2021.0,1435.0,1548.0,-113.0,20170.0,9966.0,10204.0,9975.0,230.0,257.0,2269.0,-2675.0,1500.0,1719.0,550.0,7921.0,14.79,10.19,17.17,7.92,97.66,3491.43,3010.0,6.94,19400.0,1.08,200.0,0.96,6.64,51414494.0
동진쎄미켐(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동진쎄미켐(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동진쎄미켐(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디아이(2020/12),1623.0,55.0,55.0,71.0,58.0,55.0,3.0,2289.0,924.0,1365.0,1280.0,85.0,172.0,108.0,-24.0,-25.0,126.0,-18.0,523.0,3.4,3.55,4.2,2.6,67.7,734.83,174.0,27.51,4941.0,0.97,100.0,2.09,47.37,31496785.0
디아이(2021/12),2266.0,165.0,165.0,184.0,151.0,154.0,-2.0,2482.0,961.0,1521.0,1415.0,106.0,172.0,-80.0,28.0,-45.0,44.0,-124.0,533.0,7.27,6.68,11.4,6.35,63.2,812.21,488.0,19.19,5464.0,1.71,200.0,2.14,33.71,31496785.0
디아이(2022/12),2310.0,112.0,112.0,152.0,152.0,146.0,6.0,2746.0,1112.0,1634.0,1513.0,121.0,172.0,167.0,-179.0,117.0,55.0,112.0,716.0,4.83,6.57,9.97,5.8,68.07,816.44,466.0,10.19,5841.0,0.81,100.0,2.11,17.74,28300000.0
디아이(2023/12),2145.0,61.0,61.0,45.0,20.0,32.0,-12.0,2806.0,1193.0,1612.0,1511.0,101.0,172.0,149.0,-31.0,-5.0,29.0,120.0,746.0,2.86,0.91,2.09,0.71,74.01,816.06,111.0,56.54,5836.0,1.08,100.0,1.59,82.12,28300000.0
디아이(2024/12),2140.0,31.0,31.0,14.0,28.0,11.0,17.0,3196.0,1519.0,1677.0,1536.0,142.0,172.0,-149.0,-82.0,185.0,71.0,-220.0,907.0,1.44,1.29,0.72,0.92,90.54,826.53,39.0,374.11,5902.0,2.45,100.0,0.69,237.52,28300000.0
디아이(2025/12)(예측),4175.0,526.0,,518.0,465.0,434.0,,3879.0,1778.0,2100.0,1938.0,,171.0,576.0,-102.0,-28.0,50.0,143.0,,12.61,11.14,25.01,13.15,84.67,,1535.0,9.0,7451.0,1.85,100.0,0.72,6.51,
디아이(2026/12)(예측),4732.0,690.0,,630.0,620.0,510.0,,4460.0,1720.0,2740.0,2400.0,,170.0,920.0,-50.0,-30.0,50.0,,,14.57,13.1,23.51,14.87,62.77,,1802.0,7.67,9225.0,1.5,100.0,0.72,5.55,
디아이(2027/12)(예측),4270.0,660.0,,690.0,670.0,560.0,,5120.0,1740.0,3390.0,2930.0,,170.0,730.0,0.0,-30.0,0.0,,,15.46,15.69,21.01,13.99,51.33,,1979.0,6.98,11262.0,1.23,100.0,0.72,5.05,
