기업명,매출액,영업이익,영업이익(발표기준),세전계속사업이익,당기순이익,당기순이익(지배),당기순이익(비지배),자산총계,부채총계,자본총계,자본총계(지배),자본총계(비지배),자본금,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,CAPEX,FCF,이자발생부채,영업이익률,순이익률,ROE(%),ROA(%),부채비율,자본유보율,EPS(원),PER(배),BPS(원),PBR(배),현금DPS(원),현금배당수익률,현금배당성향(%),발행주식수(보통주)
파두(2023/12),225.0,-586.0,-586.0,-568.0,-568.0,-567.0,-1.0,2437.0,573.0,1863.0,1849.0,15.0,49.0,-422.0,-977.0,2253.0,106.0,-528.0,444.0,-260.65,-252.92,-50.2,-36.44,30.76,3688.13,-1272.0,,3798.0,6.15,0.0,0.0,0.0,48753003.0
파두(2024/12),435.0,-950.0,-950.0,-915.0,-915.0,-906.0,-9.0,1344.0,365.0,979.0,961.0,19.0,49.0,-1088.0,664.0,-218.0,60.0,-1149.0,226.0,-218.49,-210.35,-64.47,-48.41,37.24,1867.47,-1842.0,,1950.0,7.69,,,,49362076.0
파두(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
파두(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
파두(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KX하이텍(2020/12),747.0,73.0,73.0,13.0,16.0,16.0,0.0,1003.0,240.0,764.0,763.0,0.0,234.0,7.0,-90.0,29.0,121.0,-113.0,53.0,9.83,2.12,2.24,1.81,31.38,176.81,33.0,48.59,1655.0,0.98,0.0,0.0,0.0,46885499.0
KX하이텍(2021/12),1049.0,87.0,87.0,57.0,49.0,48.0,2.0,1805.0,762.0,1043.0,1016.0,26.0,258.0,110.0,-337.0,336.0,96.0,13.0,357.0,8.25,4.7,5.36,3.51,73.13,196.72,101.0,18.09,1998.0,0.91,0.0,0.0,0.0,51628046.0
KX하이텍(2022/12),1564.0,123.0,123.0,156.0,145.0,145.0,0.0,1873.0,734.0,1139.0,1112.0,27.0,276.0,138.0,-223.0,53.0,177.0,-39.0,402.0,7.84,9.26,13.59,7.87,64.49,277.6,279.0,4.23,2046.0,0.58,,,0.0,55107517.0
KX하이텍(2023/12),1547.0,81.0,81.0,67.0,47.0,44.0,3.0,1951.0,780.0,1172.0,1154.0,18.0,276.0,147.0,-104.0,45.0,122.0,25.0,408.0,5.25,3.06,3.9,2.48,66.55,292.62,80.0,15.22,2123.0,0.58,,,0.0,55107517.0
KX하이텍(2024/12),1323.0,92.0,92.0,119.0,97.0,97.0,-1.0,2085.0,805.0,1280.0,1263.0,17.0,276.0,177.0,-34.0,55.0,62.0,115.0,466.0,6.96,7.32,8.07,4.8,62.9,327.87,177.0,4.94,2324.0,0.38,,,,55107517.0
KX하이텍(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KX하이텍(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KX하이텍(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
위드텍(2020/12),556.0,88.0,88.0,96.0,85.0,85.0,,1157.0,273.0,884.0,884.0,,25.0,45.0,-334.0,287.0,2.0,43.0,124.0,15.9,15.26,12.19,8.61,30.87,3371.73,1008.0,24.2,8679.0,2.81,0.0,0.0,0.0,10183600.0
위드텍(2021/12),683.0,88.0,88.0,118.0,109.0,109.0,,1253.0,259.0,993.0,993.0,,51.0,92.0,-20.0,-3.0,6.0,86.0,124.0,12.9,15.95,11.61,9.04,26.11,1849.33,1070.0,17.48,9756.0,1.92,0.0,0.0,0.0,10183600.0
위드텍(2022/12),726.0,145.0,145.0,139.0,122.0,122.0,,1476.0,380.0,1096.0,1096.0,,51.0,229.0,-256.0,-24.0,8.0,221.0,124.0,19.91,16.86,11.72,8.98,34.69,2089.82,1202.0,9.36,10908.0,1.03,100.0,0.89,5.91,10183600.0
위드텍(2023/12),496.0,24.0,24.0,64.0,63.0,63.0,,1361.0,209.0,1152.0,1152.0,,51.0,-23.0,-74.0,-2.0,5.0,-28.0,130.0,4.89,12.78,5.63,4.46,18.12,2199.96,622.0,16.58,11469.0,0.9,,,0.0,10183600.0
위드텍(2024/12),436.0,10.0,10.0,75.0,71.0,71.0,,1398.0,197.0,1201.0,1201.0,,51.0,25.0,-34.0,-31.0,5.0,21.0,127.0,2.21,16.2,6.01,5.12,16.41,2338.78,694.0,9.96,12288.0,0.56,,,,10183600.0
위드텍(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
위드텍(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
위드텍(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
레이저쎌(2020/12),39.0,-19.0,-19.0,-77.0,-77.0,-77.0,,108.0,247.0,-139.0,-139.0,,18.0,-19.0,23.0,45.0,1.0,-20.0,183.0,-48.21,-197.62,,,-177.49,-894.66,-1420.0,,-2515.0,0.0,0.0,,,3561208.0
레이저쎌(2021/12),97.0,-8.0,-8.0,-81.0,-81.0,-81.0,,155.0,39.0,116.0,116.0,,33.0,-14.0,-24.0,33.0,2.0,-16.0,9.0,-8.23,-83.18,691.09,-61.31,33.42,237.03,-1445.0,,1739.0,0.0,0.0,,0.0,6669990.0
레이저쎌(2022/12),60.0,-50.0,-50.0,-41.0,-41.0,-41.0,,381.0,29.0,352.0,352.0,,42.0,-37.0,-200.0,266.0,14.0,-51.0,17.0,-83.43,-68.48,,,8.18,722.22,-539.0,,4176.0,1.49,0.0,0.0,0.0,8425772.0
레이저쎌(2023/12),60.0,-58.0,-58.0,-2.0,-2.0,-2.0,,401.0,34.0,367.0,367.0,1.0,44.0,-118.0,63.0,16.0,12.0,-129.0,19.0,-95.9,-3.02,-0.51,-0.47,9.17,730.16,-21.0,,4211.0,2.08,0.0,0.0,0.0,8706472.0
레이저쎌(2024/12),40.0,-92.0,-92.0,-85.0,-85.0,-83.0,-2.0,455.0,170.0,285.0,285.0,-1.0,44.0,-68.0,-91.0,160.0,92.0,-160.0,121.0,-229.31,-211.58,-25.51,-19.86,59.82,538.2,-953.0,,3268.0,1.15,,,,8726972.0
레이저쎌(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
레이저쎌(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
레이저쎌(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인텍플러스(2020/12),563.0,70.0,70.0,66.0,92.0,92.0,,526.0,220.0,307.0,307.0,,63.0,-11.0,5.0,14.0,2.0,-13.0,97.0,12.47,16.4,35.22,19.47,71.57,409.19,733.0,21.41,2510.0,6.26,100.0,0.64,13.25,12612462.0
인텍플러스(2021/12),1197.0,275.0,275.0,278.0,226.0,226.0,,1074.0,566.0,508.0,508.0,,63.0,-8.0,-25.0,109.0,19.0,-27.0,223.0,23.01,18.92,55.58,28.31,111.3,748.9,1787.0,18.16,4156.0,7.81,200.0,0.62,10.8,12697962.0
인텍플러스(2022/12),1188.0,194.0,194.0,190.0,163.0,163.0,,1162.0,490.0,672.0,672.0,,64.0,69.0,-118.0,7.0,84.0,-16.0,229.0,16.29,13.75,27.69,14.61,72.98,991.5,1284.0,10.71,5469.0,2.51,200.0,1.45,15.04,12756962.0
인텍플러스(2023/12),748.0,-111.0,-111.0,-120.0,-108.0,-108.0,,1319.0,760.0,559.0,559.0,,64.0,17.0,-30.0,178.0,8.0,9.0,348.0,-14.83,-14.43,-17.54,-8.7,136.04,792.56,-844.0,,4519.0,6.69,0.0,0.0,0.0,12835962.0
인텍플러스(2024/12),839.0,-156.0,-156.0,-107.0,-119.0,-119.0,0.0,1241.0,786.0,455.0,455.0,0.0,64.0,-73.0,-50.0,12.0,4.0,-77.0,370.0,-18.58,-14.15,-23.42,-9.27,172.65,610.64,-923.0,,3671.0,2.73,,,,12863962.0
인텍플러스(2025/12)(예측),1146.0,41.0,,52.0,45.0,45.0,,1342.0,869.0,473.0,473.0,,64.0,34.0,-3.0,-57.0,6.0,,,3.58,3.93,9.7,3.48,183.72,,350.0,26.07,3817.0,2.39,53.0,0.58,15.15,
인텍플러스(2026/12)(예측),1294.0,122.0,,134.0,115.0,115.0,,1452.0,870.0,582.0,582.0,,64.0,74.0,-4.0,-29.0,5.0,,,9.43,8.89,21.8,8.23,149.48,,894.0,10.2,4696.0,1.94,134.0,1.47,14.99,
인텍플러스(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유니트론텍(2020/12),2914.0,62.0,62.0,5.0,5.0,15.0,-10.0,1623.0,1069.0,554.0,502.0,53.0,60.0,-243.0,-73.0,301.0,50.0,-293.0,700.0,2.15,0.18,3.2,0.38,192.93,767.2,103.0,55.46,3390.0,1.69,40.0,0.7,39.44,15138894.0
유니트론텍(2021/12),3784.0,176.0,176.0,183.0,52.0,81.0,-30.0,2001.0,1353.0,648.0,600.0,49.0,63.0,-302.0,-61.0,300.0,101.0,-404.0,1006.0,4.65,1.36,14.77,2.84,208.67,906.53,528.0,9.88,3894.0,1.34,60.0,1.15,11.26,15744677.0
유니트론텍(2022/12),5250.0,309.0,309.0,301.0,135.0,164.0,-29.0,2580.0,1617.0,963.0,926.0,37.0,94.0,41.0,-50.0,81.0,5.0,36.0,722.0,5.88,2.57,21.45,5.9,167.96,887.58,945.0,3.99,5002.0,0.75,100.0,2.65,11.31,18854715.0
유니트론텍(2023/12),5981.0,309.0,309.0,224.0,200.0,187.0,14.0,2485.0,1352.0,1133.0,1076.0,57.0,96.0,89.0,-9.0,59.0,1.0,87.0,788.0,5.17,3.35,18.64,7.91,119.31,1060.24,983.0,4.17,5697.0,0.72,100.0,2.44,10.13,19246092.0
유니트론텍(2024/12),7123.0,361.0,361.0,272.0,197.0,209.0,-12.0,3117.0,1798.0,1319.0,1261.0,58.0,96.0,36.0,-115.0,244.0,4.0,32.0,1138.0,5.07,2.77,17.88,7.04,136.24,1257.77,1086.0,4.47,6662.0,0.73,150.0,3.09,13.58,19246092.0
유니트론텍(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유니트론텍(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유니트론텍(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
미코(2020/12),2809.0,439.0,439.0,393.0,281.0,130.0,151.0,5189.0,2839.0,2350.0,1160.0,1190.0,157.0,535.0,-593.0,749.0,475.0,60.0,2101.0,15.61,10.01,12.43,6.08,120.83,845.1,414.0,36.48,3827.0,3.95,0.0,0.0,0.0,31316603.0
미코(2021/12),3655.0,697.0,697.0,615.0,150.0,-178.0,328.0,7183.0,3458.0,3725.0,1906.0,1819.0,167.0,797.0,-1829.0,1271.0,1180.0,-383.0,2277.0,19.06,4.09,-11.63,2.42,92.84,1257.24,-555.0,,5973.0,2.42,70.0,0.48,-12.53,33416778.0
미코(2022/12),4148.0,643.0,643.0,-203.0,-312.0,-552.0,240.0,7312.0,3549.0,3763.0,1418.0,2345.0,167.0,804.0,-1291.0,-21.0,517.0,287.0,2308.0,15.49,-7.53,-33.23,-4.31,94.3,963.48,-1653.0,,4503.0,1.63,,,0.0,33416778.0
미코(2023/12),3817.0,299.0,299.0,410.0,-20.0,-273.0,252.0,8339.0,4678.0,3661.0,759.0,2902.0,167.0,416.0,-872.0,838.0,476.0,-60.0,3328.0,7.83,-0.53,-25.04,-0.26,127.79,770.47,-816.0,,2410.0,3.77,,,0.0,33416778.0
미코(2024/12),5405.0,946.0,946.0,833.0,765.0,181.0,584.0,13927.0,8598.0,5328.0,1014.0,4314.0,167.0,1205.0,-1613.0,914.0,2033.0,-829.0,5202.0,17.51,14.16,20.43,6.87,161.37,916.26,542.0,14.79,3220.0,2.49,,,,33416778.0
미코(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
미코(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
미코(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동운아나텍(2020/12),707.0,23.0,23.0,18.0,8.0,8.0,,702.0,404.0,299.0,299.0,,79.0,-93.0,-17.0,134.0,3.0,-95.0,289.0,3.29,1.12,2.91,1.28,135.04,451.31,42.0,266.34,1738.0,6.51,17.0,0.15,35.6,18795287.0
동운아나텍(2021/12),507.0,-158.0,-158.0,-173.0,-149.0,-149.0,,632.0,428.0,204.0,204.0,,88.0,-94.0,-18.0,30.0,10.0,-104.0,316.0,-31.18,-29.35,-59.13,-22.29,209.57,255.89,-774.0,,1136.0,7.05,18.0,0.23,-2.19,19276264.0
동운아나텍(2022/12),501.0,-63.0,-63.0,-90.0,-84.0,-84.0,,630.0,419.0,212.0,212.0,,91.0,6.0,-9.0,46.0,8.0,-3.0,305.0,-12.48,-16.77,-40.46,-13.32,198.0,211.81,-431.0,,1114.0,8.1,0.0,0.0,0.0,19861628.0
동운아나텍(2023/12),1115.0,251.0,251.0,314.0,262.0,262.0,,864.0,257.0,607.0,607.0,,95.0,236.0,-58.0,-82.0,11.0,225.0,87.0,22.52,23.53,64.09,35.11,42.34,540.57,1294.0,14.8,2923.0,6.55,64.0,0.33,5.05,20784450.0
동운아나텍(2024/12),1383.0,175.0,175.0,261.0,247.0,247.0,,988.0,275.0,713.0,713.0,,95.0,342.0,22.0,-127.0,11.0,331.0,88.0,12.63,17.89,37.48,26.71,38.59,769.21,1187.0,15.15,3516.0,5.12,64.0,0.35,5.21,20909936.0
동운아나텍(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동운아나텍(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동운아나텍(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마이크로투나노(2020/12),240.0,18.0,18.0,20.0,20.0,20.0,,349.0,209.0,140.0,140.0,,24.0,35.0,-146.0,51.0,67.0,-32.0,144.0,7.48,8.48,15.66,6.37,148.83,473.26,416.0,,2866.0,0.0,0.0,,0.0,4888890.0
마이크로투나노(2021/12),317.0,49.0,49.0,50.0,42.0,42.0,,452.0,253.0,199.0,199.0,,24.0,37.0,15.0,-1.0,11.0,26.0,145.0,15.43,13.27,24.8,10.51,126.79,687.42,861.0,,4077.0,0.0,0.0,,0.0,4888890.0
마이크로투나노(2022/12),414.0,63.0,63.0,68.0,58.0,58.0,,495.0,234.0,261.0,261.0,,24.0,116.0,-120.0,-3.0,15.0,101.0,144.0,15.18,13.98,25.18,12.24,89.6,939.18,1185.0,,5335.0,0.0,0.0,,0.0,4888890.0
마이크로투나노(2023/12),94.0,-126.0,-126.0,-119.0,-78.0,-78.0,,535.0,201.0,334.0,334.0,,30.0,-97.0,-26.0,127.0,21.0,-118.0,119.0,-134.17,-83.62,-26.32,-15.22,59.99,1007.27,-1396.0,,5650.0,2.76,,,0.0,5918890.0
마이크로투나노(2024/12),102.0,-95.0,-95.0,-107.0,-79.0,-79.0,,527.0,225.0,303.0,303.0,,30.0,-76.0,36.0,54.0,20.0,-96.0,116.0,-94.06,-77.43,-24.67,-14.8,74.21,887.76,-1328.0,,5115.0,1.23,,,,5918890.0
마이크로투나노(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마이크로투나노(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마이크로투나노(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
그린리소스(2020/12),92.0,7.0,7.0,7.0,7.0,7.0,,240.0,131.0,109.0,109.0,,32.0,28.0,-23.0,-8.0,19.0,9.0,120.0,7.42,7.11,6.22,2.74,120.33,243.56,104.0,,1718.0,0.0,0.0,,0.0,5759000.0
그린리소스(2021/12),137.0,31.0,31.0,14.0,12.0,12.0,,301.0,144.0,157.0,157.0,,32.0,45.0,-7.0,-30.0,10.0,35.0,113.0,22.75,8.47,,,91.32,478.13,183.0,,2484.0,0.0,0.0,,0.0,6334744.0
그린리소스(2022/12),251.0,37.0,37.0,41.0,35.0,35.0,,347.0,137.0,210.0,210.0,,32.0,41.0,-41.0,-7.0,31.0,11.0,109.0,14.87,13.81,18.88,10.69,65.56,622.79,547.0,,3310.0,0.0,0.0,,0.0,6334744.0
그린리소스(2023/12),165.0,33.0,33.0,34.0,26.0,26.0,,713.0,202.0,511.0,511.0,,41.0,21.0,-371.0,347.0,208.0,-186.0,182.0,19.81,15.77,7.22,4.91,39.52,1144.08,388.0,84.68,6248.0,5.26,,,0.0,8183944.0
그린리소스(2024/12),185.0,11.0,11.0,16.0,24.0,23.0,1.0,1118.0,503.0,615.0,593.0,22.0,41.0,-31.0,-172.0,219.0,160.0,-192.0,377.0,5.79,13.0,4.19,2.63,81.73,1329.53,281.0,63.64,7177.0,2.49,,,,8265944.0
그린리소스(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
그린리소스(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
그린리소스(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
피델릭스(2020/12),587.0,-37.0,-37.0,-48.0,-52.0,-52.0,,599.0,227.0,372.0,372.0,,164.0,157.0,-20.0,-17.0,11.0,146.0,71.0,-6.38,-8.78,-14.08,-8.01,61.02,134.6,-180.0,,1138.0,1.15,0.0,0.0,0.0,32708336.0
피델릭스(2021/12),776.0,38.0,38.0,30.0,29.0,29.0,,525.0,119.0,406.0,406.0,,166.0,71.0,-18.0,-25.0,1.0,70.0,49.0,4.91,3.74,7.45,5.16,29.25,151.96,88.0,17.56,1226.0,1.26,,,0.0,33132064.0
피델릭스(2022/12),726.0,63.0,63.0,82.0,82.0,82.0,,578.0,87.0,491.0,491.0,,166.0,8.0,-14.0,-22.0,4.0,4.0,27.0,8.66,11.37,18.39,14.96,17.73,203.0,249.0,5.14,1482.0,0.86,,,0.0,33132064.0
피델릭스(2023/12),528.0,7.0,7.0,11.0,11.0,11.0,,574.0,75.0,500.0,500.0,,166.0,24.0,-94.0,-5.0,8.0,16.0,22.0,1.34,2.01,2.15,1.84,14.94,208.42,32.0,50.92,1509.0,1.08,,,0.0,33132064.0
피델릭스(2024/12),448.0,-45.0,-45.0,-21.0,-22.0,-22.0,,567.0,91.0,476.0,476.0,,166.0,-15.0,43.0,-5.0,9.0,-24.0,42.0,-10.11,-4.92,-4.52,-3.87,19.2,193.84,-67.0,,1436.0,0.84,,,,33132064.0
피델릭스(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
피델릭스(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
피델릭스(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
피엠티(2020/12),510.0,49.0,49.0,47.0,64.0,64.0,,661.0,183.0,478.0,478.0,,54.0,100.0,-17.0,-4.0,17.0,83.0,69.0,9.68,12.62,14.48,10.35,38.39,783.42,595.0,11.11,4417.0,1.5,,,0.0,10819866.0
피엠티(2021/12),605.0,102.0,102.0,95.0,79.0,79.0,,701.0,144.0,557.0,557.0,,54.0,101.0,-141.0,-20.0,71.0,30.0,54.0,16.93,12.99,15.19,11.53,25.9,929.53,726.0,12.28,5148.0,1.73,,,0.0,10819866.0
피엠티(2022/12),382.0,-52.0,-52.0,-53.0,-54.0,-54.0,,615.0,99.0,516.0,516.0,,54.0,-24.0,-31.0,-3.0,68.0,-92.0,54.0,-13.67,-14.24,-10.15,-8.27,19.17,854.4,-503.0,,4772.0,0.95,,,0.0,10819866.0
피엠티(2023/12),330.0,-53.0,-53.0,-55.0,-56.0,-56.0,,684.0,231.0,453.0,453.0,,54.0,-69.0,-39.0,105.0,75.0,-144.0,158.0,-15.94,-16.8,-11.45,-8.54,50.91,738.13,-513.0,,4191.0,1.23,,,0.0,10819866.0
피엠티(2024/12),244.0,-131.0,-131.0,-138.0,-142.0,-142.0,,600.0,291.0,309.0,309.0,,54.0,-57.0,-41.0,83.0,43.0,-99.0,242.0,-53.71,-58.34,-37.31,-22.16,94.03,471.81,-1315.0,,2859.0,0.99,,,,10819866.0
피엠티(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
피엠티(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
피엠티(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사피엔반도체(2020/12),20.0,4.0,4.0,4.0,4.0,4.0,,22.0,6.0,16.0,16.0,,3.0,5.0,7.0,1.0,3.0,2.0,5.0,19.97,21.45,32.3,22.54,38.66,495.11,78.0,,279.0,0.0,0.0,,0.0,4789181.0
사피엔반도체(2021/12),40.0,-1.0,-1.0,0.0,0.0,0.0,,84.0,8.0,75.0,75.0,,3.0,1.0,-5.0,61.0,4.0,-3.0,5.0,-3.47,-0.55,-0.49,-0.43,11.13,2363.49,-4.0,,1166.0,0.0,0.0,,0.0,4789181.0
사피엔반도체(2022/12),72.0,-28.0,-28.0,-71.0,-71.0,-71.0,,59.0,167.0,-108.0,-108.0,,4.0,-37.0,-18.0,-4.0,17.0,-54.0,40.0,-39.56,-98.43,435.13,-98.98,-155.19,-2740.48,-1096.0,,-1663.0,0.0,0.0,,0.0,4817198.0
사피엔반도체(2023/12),32.0,-69.0,-69.0,-131.0,-131.0,-131.0,,216.0,107.0,108.0,108.0,,7.0,-45.0,-144.0,222.0,143.0,-188.0,95.0,-215.64,-408.43,-45024.03,-95.32,99.05,1164.12,-1778.0,,1389.0,0.0,0.0,,0.0,7800876.0
사피엔반도체(2024/12),80.0,-34.0,-34.0,-171.0,-171.0,-171.0,,312.0,148.0,164.0,164.0,,8.0,-40.0,70.0,1.0,4.0,-44.0,96.0,-43.12,-213.73,-125.23,-64.7,89.97,1795.96,-2146.0,,2032.0,6.97,,,,8096454.0
사피엔반도체(2025/12)(예측),188.0,5.0,,12.0,12.0,12.0,,236.0,199.0,37.0,37.0,,8.0,18.0,-8.0,0.0,8.0,10.0,,2.66,6.38,11.91,4.38,537.84,,147.0,103.97,454.0,33.75,0.0,0.0,,
사피엔반도체(2026/12)(예측),439.0,44.0,,51.0,51.0,51.0,,356.0,267.0,89.0,89.0,,8.0,51.0,-20.0,0.0,20.0,31.0,,10.02,11.62,80.95,17.23,300.0,,626.0,24.49,1093.0,14.03,0.0,0.0,,
사피엔반도체(2027/12)(예측),1088.0,174.0,,174.0,157.0,157.0,,,,,,,,,,,,,,15.99,14.43,,,,,1927.0,7.95,,,,,,
서플러스글로벌(2020/12),1256.0,154.0,154.0,149.0,117.0,115.0,2.0,2240.0,891.0,1349.0,1331.0,18.0,37.0,320.0,-700.0,251.0,420.0,-100.0,740.0,12.28,9.31,8.98,5.8,66.07,3647.19,311.0,10.12,3818.0,0.82,30.0,0.95,9.08,36988000.0
서플러스글로벌(2021/12),2066.0,308.0,308.0,360.0,279.0,277.0,2.0,2767.0,1147.0,1620.0,1603.0,17.0,37.0,-36.0,-92.0,194.0,436.0,-472.0,953.0,14.88,13.49,18.89,11.13,70.79,4368.04,749.0,5.85,4598.0,0.95,50.0,1.14,6.29,36988000.0
서플러스글로벌(2022/12),2349.0,319.0,319.0,336.0,258.0,256.0,3.0,3684.0,1818.0,1865.0,1845.0,20.0,37.0,191.0,-221.0,132.0,162.0,29.0,1117.0,13.58,10.99,14.82,8.01,97.5,5027.96,691.0,5.05,5293.0,0.66,50.0,1.43,6.82,36988000.0
서플러스글로벌(2023/12),1660.0,130.0,130.0,69.0,56.0,58.0,-2.0,3442.0,1551.0,1891.0,1873.0,18.0,37.0,-205.0,108.0,33.0,34.0,-239.0,1181.0,7.85,3.35,3.11,1.56,82.0,5142.06,157.0,23.29,5394.0,0.68,30.0,0.82,17.97,36988000.0
서플러스글로벌(2024/12),2516.0,142.0,142.0,62.0,49.0,46.0,3.0,4521.0,2592.0,1929.0,1907.0,21.0,37.0,11.0,-255.0,719.0,187.0,-176.0,1939.0,5.63,1.93,2.43,1.22,134.41,5232.77,124.0,20.6,5527.0,0.46,,,,36988000.0
서플러스글로벌(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서플러스글로벌(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서플러스글로벌(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEC(2020/12),2010.0,-23.0,-23.0,-446.0,-449.0,-453.0,4.0,3683.0,1996.0,1688.0,1627.0,61.0,584.0,142.0,-463.0,356.0,60.0,82.0,1000.0,-1.16,-22.31,-24.43,-12.77,118.25,77.23,-361.0,,1297.0,2.11,0.0,0.0,0.0,125492329.0
KEC(2021/12),2675.0,265.0,265.0,112.0,102.0,96.0,6.0,4006.0,1214.0,2791.0,2726.0,65.0,724.0,272.0,-165.0,-63.0,161.0,111.0,598.0,9.92,3.8,4.41,2.65,43.5,194.55,74.0,46.58,1752.0,1.97,0.0,0.0,0.0,155644397.0
KEC(2022/12),2562.0,180.0,180.0,208.0,223.0,219.0,4.0,4011.0,965.0,3046.0,2975.0,72.0,724.0,67.0,-58.0,-169.0,413.0,-345.0,480.0,7.04,8.69,7.67,5.56,31.67,225.48,140.0,12.95,1911.0,0.95,56.0,3.07,39.73,155660527.0
KEC(2023/12),2069.0,-330.0,-330.0,-348.0,-378.0,-381.0,3.0,4477.0,910.0,3567.0,3490.0,77.0,1004.0,-7.0,-783.0,823.0,106.0,-113.0,440.0,-15.95,-18.27,-11.8,-8.91,25.52,183.36,-215.0,,1738.0,0.9,20.0,1.28,-10.53,200763141.0
KEC(2024/12),2432.0,-133.0,-133.0,-107.0,-110.0,-114.0,4.0,4505.0,1014.0,3491.0,3491.0,,1004.0,299.0,-26.0,-73.0,113.0,186.0,484.0,-5.46,-4.52,-3.26,-2.45,29.03,166.41,-57.0,,1739.0,0.45,,,,200763141.0
KEC(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEC(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEC(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에이직랜드(2020/12),236.0,11.0,11.0,7.0,6.0,6.0,,168.0,102.0,66.0,66.0,,4.0,9.0,-15.0,30.0,4.0,5.0,58.0,4.77,2.53,,,154.72,1684.84,89.0,,992.0,0.0,0.0,,0.0,5485023.0
에이직랜드(2021/12),454.0,26.0,26.0,27.0,24.0,24.0,,341.0,250.0,90.0,90.0,,4.0,84.0,-71.0,34.0,7.0,76.0,92.0,5.66,5.35,31.02,9.54,276.86,2340.12,364.0,,1356.0,0.0,0.0,,0.0,5485023.0
에이직랜드(2022/12),696.0,114.0,114.0,69.0,52.0,52.0,,742.0,710.0,33.0,33.0,,28.0,157.0,-58.0,93.0,18.0,140.0,218.0,16.44,7.4,,,2159.32,28.92,672.0,,419.0,0.0,0.0,,0.0,5670223.0
에이직랜드(2023/12),742.0,39.0,39.0,34.0,36.0,36.0,,1600.0,622.0,978.0,978.0,,53.0,-106.0,-604.0,821.0,331.0,-437.0,254.0,5.21,4.91,7.21,3.11,63.57,1680.21,439.0,134.91,9158.0,6.46,0.0,0.0,0.0,10678404.0
에이직랜드(2024/12),941.0,-170.0,-170.0,-164.0,-140.0,-140.0,,1671.0,828.0,843.0,843.0,,54.0,24.0,6.0,-12.0,139.0,-115.0,246.0,-18.04,-14.89,-15.39,-8.57,98.24,1413.76,-1308.0,,7825.0,4.4,,,,10771686.0
